target_speaker	file_basename	beginning_time	end_time	duration_total_speech	duration_overlapping_speech
P26	S09_U02	1200	1260	29.620	25.130
P27	S09_U02	1200	1260	36.140	29.510
P28	S09_U02	1200	1260	17.530	15.460
P25	S09_U02	1260	1320	9.750	5.230
P26	S09_U02	1260	1320	7.500	4.990
P27	S09_U02	1260	1320	18.920	8.830
P28	S09_U02	1260	1320	18.190	5.030
P25	S09_U02	1320	1380	26.980	20.240
P26	S09_U02	1320	1380	24.580	23.610
P27	S09_U02	1320	1380	30.950	20.770
P28	S09_U02	1320	1380	23.150	17.800
P25	S09_U02	1380	1440	19.240	17.030
P26	S09_U02	1380	1440	24.800	23.090
P27	S09_U02	1380	1440	44.180	25.170
P28	S09_U02	1380	1440	17.960	13.760
P25	S09_U02	1440	1500	19.030	19.020
P26	S09_U02	1440	1500	18.880	18.880
P27	S09_U02	1440	1500	40.750	24.460
P28	S09_U02	1440	1500	24.600	12.960
P25	S09_U02	1500	1560	27.150	21.530
P26	S09_U02	1500	1560	13.160	11.240
P27	S09_U02	1500	1560	26.740	22.000
P28	S09_U02	1500	1560	14.110	11.720
P25	S09_U02	1560	1620	47.830	26.930
P26	S09_U02	1560	1620	17.640	15.730
P27	S09_U02	1560	1620	17.060	15.400
P28	S09_U02	1560	1620	18.310	11.750
P25	S09_U02	1620	1680	29.240	15.740
P26	S09_U02	1620	1680	11.030	10.740
P27	S09_U02	1620	1680	26.170	15.100
P28	S09_U02	1620	1680	1.490	1.490
P25	S09_U02	1680	1740	31.310	22.010
P26	S09_U02	1680	1740	30.430	24.460
P27	S09_U02	1680	1740	17.150	15.700
P28	S09_U02	1680	1740	23.100	14.620
P25	S09_U02	1740	1800	25.470	20.160
P26	S09_U02	1740	1800	16.590	15.250
P27	S09_U02	1740	1800	14.480	12.120
P28	S09_U02	1740	1800	13.400	10.170
P25	S09_U02	1800	1860	12.000	10.300
P26	S09_U02	1800	1860	8.240	6.800
P27	S09_U02	1800	1860	8.320	6.830
P28	S09_U02	1800	1860	0.880	0.530
P25	S09_U02	1860	1920	34.750	10.930
P26	S09_U02	1860	1920	5.080	4.680
P27	S09_U02	1860	1920	11.580	6.180
P28	S09_U02	1860	1920	4.760	2.440
P25	S09_U02	1920	1980	59.270	14.510
P26	S09_U02	1920	1980	7.920	7.920
P27	S09_U02	1920	1980	2.980	2.980
P28	S09_U02	1920	1980	6.880	6.280
P25	S09_U02	1980	2040	40.500	19.820
P26	S09_U02	1980	2040	10.500	10.500
P27	S09_U02	1980	2040	10.700	10.400
P28	S09_U02	1980	2040	1.580	1.580
P25	S09_U02	2040	2100	33.410	11.030
P26	S09_U02	2040	2100	2.800	2.800
P27	S09_U02	2040	2100	6.960	5.560
P28	S09_U02	2040	2100	5.110	4.460
P25	S09_U02	2100	2160	26.560	9.100
P26	S09_U02	2100	2160	2.120	2.120
P27	S09_U02	2100	2160	5.300	5.300
P28	S09_U02	2100	2160	5.880	5.260
P25	S09_U02	2160	2220	6.400	4.320
P26	S09_U02	2160	2220	0.980	0.750
P27	S09_U02	2160	2220	9.220	4.420
P28	S09_U02	2160	2220	3.080	3.080
P25	S09_U02	2220	2280	6.130	5.070
P26	S09_U02	2220	2280	5.760	4.080
P27	S09_U02	2220	2280	1.780	1.110
P28	S09_U02	2220	2280	9.880	5.380
P25	S09_U02	2280	2340	10.020	5.740
P26	S09_U02	2280	2340	2.200	2.200
P27	S09_U02	2280	2340	1.720	1.720
P28	S09_U02	2280	2340	2.840	2.840
P25	S09_U02	2340	2400	2.650	1.590
P26	S09_U02	2340	2400	6.980	1.590
P27	S09_U02	2340	2400	0.0	0.0
P28	S09_U02	2340	2400	0.0	0.0
P25	S09_U02	2400	2460	14.590	12.150
P26	S09_U02	2400	2460	21.830	12.680
P27	S09_U02	2400	2460	13.400	8.550
P28	S09_U02	2400	2460	1.980	1.980
P25	S09_U02	2460	2520	23.620	12.070
P26	S09_U02	2460	2520	11.320	10.980
P27	S09_U02	2460	2520	3.580	3.390
P28	S09_U02	2460	2520	5.360	4.290
P25	S09_U02	2520	2580	32.050	22.380
P26	S09_U02	2520	2580	14.130	14.130
P27	S09_U02	2520	2580	22.440	15.870
P28	S09_U02	2520	2580	11.480	10.770
P25	S09_U02	2580	2640	5.800	5.800
P26	S09_U02	2580	2640	21.120	17.840
P27	S09_U02	2580	2640	46.070	22.140
P28	S09_U02	2580	2640	22.160	18.020
P25	S09_U02	2640	2700	27.600	21.320
P26	S09_U02	2640	2700	25.220	21.090
P27	S09_U02	2640	2700	29.080	19.370
P28	S09_U02	2640	2700	19.580	10.840
P25	S09_U02	2700	2760	19.050	14.740
P26	S09_U02	2700	2760	30.060	15.690
P27	S09_U02	2700	2760	4.660	2.700
P28	S09_U02	2700	2760	12.940	9.780
P26	S09_U02	2760	2820	0.0	0.0
P27	S09_U02	2760	2820	0.0	0.0
P28	S09_U02	2760	2820	0.0	0.0
P25	S09_U02	2760	2820	0.0	0.0
P25	S09_U02	2820	2880	8.440	7.020
P26	S09_U02	2820	2880	4.460	4.160
P27	S09_U02	2820	2880	5.910	5.880
P28	S09_U02	2820	2880	3.560	3.560
P25	S09_U02	2880	2940	15.350	12.230
P26	S09_U02	2880	2940	14.960	13.500
P27	S09_U02	2880	2940	9.100	7.020
P28	S09_U02	2880	2940	3.530	3.530
P25	S09_U02	2940	3000	17.740	15.470
P26	S09_U02	2940	3000	12.140	9.430
P27	S09_U02	2940	3000	35.200	20.550
P28	S09_U02	2940	3000	12.120	12.120
P25	S09_U02	3000	3060	12.540	12.540
P26	S09_U02	3000	3060	19.110	19.110
P27	S09_U02	3000	3060	60.000	29.000
P28	S09_U02	3000	3060	2.680	2.680
P25	S09_U02	3060	3120	17.100	16.560
P26	S09_U02	3060	3120	28.090	27.030
P27	S09_U02	3060	3120	56.260	29.160
P28	S09_U02	3060	3120	3.850	3.850
P25	S09_U02	3120	3180	24.700	22.360
P26	S09_U02	3120	3180	25.570	25.570
P27	S09_U02	3120	3180	52.040	37.760
P28	S09_U02	3120	3180	11.870	7.570
P25	S09_U02	3180	3240	39.650	25.710
P26	S09_U02	3180	3240	19.490	19.190
P27	S09_U02	3180	3240	37.220	24.840
P28	S09_U02	3180	3240	12.050	11.130
P25	S09_U02	3240	3300	33.850	11.710
P26	S09_U02	3240	3300	22.410	12.360
P27	S09_U02	3240	3300	9.760	5.270
P28	S09_U02	3240	3300	12.720	7.100
P25	S09_U02	3300	3360	34.430	21.460
P26	S09_U02	3300	3360	30.190	23.140
P27	S09_U02	3300	3360	24.640	14.610
P28	S09_U02	3300	3360	12.180	11.330
P25	S09_U02	3360	3420	10.250	9.970
P26	S09_U02	3360	3420	23.640	18.840
P27	S09_U02	3360	3420	49.970	20.310
P28	S09_U02	3360	3420	9.870	9.830
P25	S09_U02	3420	3480	34.750	16.230
P26	S09_U02	3420	3480	12.420	12.420
P27	S09_U02	3420	3480	30.820	11.440
P28	S09_U02	3420	3480	6.880	3.980
P25	S09_U02	3480	3540	37.750	21.270
P26	S09_U02	3480	3540	23.060	16.760
P27	S09_U02	3480	3540	14.260	11.730
P28	S09_U02	3480	3540	9.940	5.560
P25	S09_U02	3540	3600	8.220	8.210
P26	S09_U02	3540	3600	15.460	14.680
P27	S09_U02	3540	3600	7.100	6.300
P28	S09_U02	3540	3600	53.520	19.900
P25	S09_U02	3600	3660	11.540	10.900
P26	S09_U02	3600	3660	16.230	15.330
P27	S09_U02	3600	3660	13.900	6.980
P28	S09_U02	3600	3660	45.330	18.710
P25	S09_U02	3660	3720	12.250	12.160
P26	S09_U02	3660	3720	24.700	24.340
P27	S09_U02	3660	3720	32.100	20.710
P28	S09_U02	3660	3720	36.140	24.230
P25	S09_U02	3720	3780	25.880	16.220
P26	S09_U02	3720	3780	48.390	19.820
P27	S09_U02	3720	3780	5.060	5.060
P28	S09_U02	3720	3780	7.580	7.480
P25	S09_U02	3780	3840	25.590	22.390
P26	S09_U02	3780	3840	18.880	15.480
P27	S09_U02	3780	3840	32.780	16.160
P28	S09_U02	3780	3840	21.440	16.660
P25	S09_U02	3840	3900	36.830	30.030
P26	S09_U02	3840	3900	38.060	26.430
P27	S09_U02	3840	3900	21.020	17.500
P28	S09_U02	3840	3900	6.190	5.070
P25	S09_U02	3900	3960	27.160	21.460
P26	S09_U02	3900	3960	31.560	23.240
P27	S09_U02	3900	3960	23.260	19.180
P28	S09_U02	3900	3960	21.900	19.560
P25	S09_U02	3960	4020	24.640	11.950
P26	S09_U02	3960	4020	8.200	7.450
P27	S09_U02	3960	4020	6.440	4.880
P28	S09_U02	3960	4020	11.440	4.100
P25	S09_U02	4020	4080	20.280	4.940
P26	S09_U02	4020	4080	2.170	2.170
P27	S09_U02	4020	4080	3.010	1.610
P28	S09_U02	4020	4080	1.160	1.160
P25	S09_U02	4080	4140	20.040	10.490
P26	S09_U02	4080	4140	16.290	8.950
P27	S09_U02	4080	4140	10.380	6.570
P28	S09_U02	4080	4140	5.600	4.390
P25	S09_U02	4140	4200	10.070	8.550
P26	S09_U02	4140	4200	57.270	17.210
P27	S09_U02	4140	4200	8.860	8.600
P28	S09_U02	4140	4200	2.540	2.540
P26	S09_U02	4200	4260	16.980	0.850
P27	S09_U02	4200	4260	1.000	0.850
P28	S09_U02	4200	4260	0.0	0.0
P25	S09_U02	4200	4260	0.0	0.0
P25	S09_U02	4260	4320	6.580	6.580
P26	S09_U02	4260	4320	22.410	6.480
P27	S09_U02	4260	4320	0.500	0.500
P28	S09_U02	4260	4320	0.0	0.0
P25	S09_U02	4320	4380	10.930	10.150
P26	S09_U02	4320	4380	41.970	14.230
P27	S09_U02	4320	4380	6.760	6.560
P28	S09_U02	4320	4380	0.930	0.820
P25	S09_U02	4380	4440	7.540	4.520
P26	S09_U02	4380	4440	2.760	2.580
P27	S09_U02	4380	4440	1.440	1.440
P28	S09_U02	4380	4440	7.210	3.130
P26	S09_U02	4440	4500	0.0	0.0
P27	S09_U02	4440	4500	0.0	0.0
P28	S09_U02	4440	4500	0.0	0.0
P25	S09_U02	4440	4500	0.0	0.0
P25	S09_U02	4500	4560	24.120	15.980
P26	S09_U02	4500	4560	25.220	15.710
P27	S09_U02	4500	4560	5.850	3.930
P28	S09_U02	4500	4560	16.280	12.020
P25	S09_U02	4560	4620	21.180	11.280
P26	S09_U02	4560	4620	28.680	18.880
P27	S09_U02	4560	4620	17.390	14.430
P28	S09_U02	4560	4620	12.260	9.310
P25	S09_U02	4620	4680	41.290	26.610
P26	S09_U02	4620	4680	19.820	16.240
P27	S09_U02	4620	4680	16.200	14.310
P28	S09_U02	4620	4680	20.820	15.950
P25	S09_U02	4680	4740	4.380	4.380
P26	S09_U02	4680	4740	1.900	1.900
P27	S09_U02	4680	4740	3.850	2.290
P28	S09_U02	4680	4740	3.470	3.470
P26	S09_U02	4740	4800	0.0	0.0
P27	S09_U02	4740	4800	0.0	0.0
P28	S09_U02	4740	4800	0.0	0.0
P25	S09_U02	4740	4800	0.0	0.0
P25	S09_U02	4800	4860	12.740	8.120
P26	S09_U02	4800	4860	7.970	4.880
P27	S09_U02	4800	4860	6.340	4.320
P28	S09_U02	4800	4860	0.0	0.0
P25	S09_U02	4860	4920	39.770	26.260
P26	S09_U02	4860	4920	26.480	20.970
P27	S09_U02	4860	4920	15.600	12.560
P28	S09_U02	4860	4920	13.700	10.320
P25	S09_U02	4920	4980	29.510	21.970
P26	S09_U02	4920	4980	38.200	21.730
P27	S09_U02	4920	4980	21.460	13.110
P28	S09_U02	4920	4980	0.0	0.0
P25	S09_U02	4980	5040	36.370	15.220
P26	S09_U02	4980	5040	27.060	16.670
P27	S09_U02	4980	5040	10.740	4.930
P28	S09_U02	4980	5040	0.0	0.0
P25	S09_U02	5040	5100	7.570	4.780
P26	S09_U02	5040	5100	32.210	14.500
P27	S09_U02	5040	5100	14.580	6.780
P28	S09_U02	5040	5100	21.480	12.040
P26	S09_U02	5100	5160	37.710	16.220
P27	S09_U02	5100	5160	11.340	8.690
P28	S09_U02	5100	5160	30.250	18.820
P25	S09_U02	5100	5160	0.0	0.0
P25	S09_U02	5160	5220	25.190	17.180
P26	S09_U02	5160	5220	30.110	19.650
P27	S09_U02	5160	5220	5.580	5.580
P28	S09_U02	5160	5220	28.850	17.510
P25	S09_U02	5220	5280	40.340	30.950
P26	S09_U02	5220	5280	17.400	17.040
P27	S09_U02	5220	5280	18.900	16.510
P28	S09_U02	5220	5280	30.440	20.600
P25	S09_U02	5280	5340	12.590	11.700
P26	S09_U02	5280	5340	7.210	5.350
P27	S09_U02	5280	5340	4.620	3.680
P28	S09_U02	5280	5340	54.910	17.530
P25	S09_U02	5340	5400	34.980	17.310
P26	S09_U02	5340	5400	13.310	11.760
P27	S09_U02	5340	5400	7.020	5.210
P28	S09_U02	5340	5400	33.890	19.790
P25	S09_U02	5400	5460	35.560	30.810
P26	S09_U02	5400	5460	16.360	16.190
P27	S09_U02	5400	5460	28.240	18.610
P28	S09_U02	5400	5460	31.600	23.880
P25	S09_U02	5460	5520	20.610	17.560
P26	S09_U02	5460	5520	12.400	11.600
P27	S09_U02	5460	5520	31.950	22.430
P28	S09_U02	5460	5520	33.910	19.120
P25	S09_U02	5520	5580	21.950	15.550
P26	S09_U02	5520	5580	14.730	14.290
P27	S09_U02	5520	5580	4.820	4.820
P28	S09_U02	5520	5580	45.020	13.340
P25	S09_U02	5580	5640	11.050	8.510
P26	S09_U02	5580	5640	6.900	6.420
P27	S09_U02	5580	5640	1.820	1.820
P28	S09_U02	5580	5640	54.060	14.050
P25	S09_U02	5640	5700	14.780	9.840
P26	S09_U02	5640	5700	10.650	10.600
P27	S09_U02	5640	5700	4.120	2.580
P28	S09_U02	5640	5700	46.870	16.030
P25	S09_U02	5700	5760	24.980	14.800
P26	S09_U02	5700	5760	8.130	8.090
P28	S09_U02	5700	5760	40.890	16.780
P27	S09_U02	5700	5760	0.0	0.0
P25	S09_U02	5760	5820	32.660	20.800
P26	S09_U02	5760	5820	19.040	13.250
P27	S09_U02	5760	5820	8.180	8.180
P28	S09_U02	5760	5820	29.990	13.870
P25	S09_U02	5820	5880	32.800	17.790
P26	S09_U02	5820	5880	25.380	17.360
P27	S09_U02	5820	5880	22.300	13.020
P28	S09_U02	5820	5880	16.440	14.090
P25	S09_U02	5880	5940	43.830	15.540
P26	S09_U02	5880	5940	10.270	10.270
P27	S09_U02	5880	5940	9.660	5.960
P28	S09_U02	5880	5940	8.140	3.590
P25	S09_U02	5940	6000	25.000	22.030
P26	S09_U02	5940	6000	30.160	22.510
P27	S09_U02	5940	6000	15.140	10.380
P28	S09_U02	5940	6000	29.580	19.430
P25	S09_U02	6000	6060	40.140	31.280
P26	S09_U02	6000	6060	25.670	22.190
P27	S09_U02	6000	6060	22.940	19.470
P28	S09_U02	6000	6060	25.820	18.880
P25	S09_U02	6060	6120	9.060	8.170
P26	S09_U02	6060	6120	23.730	11.340
P27	S09_U02	6060	6120	2.070	1.530
P28	S09_U02	6060	6120	15.080	10.800
P25	S09_U02	6120	6180	27.900	23.310
P26	S09_U02	6120	6180	27.190	20.020
P27	S09_U02	6120	6180	24.400	17.470
P28	S09_U02	6120	6180	24.620	16.900
P25	S09_U02	6180	6240	12.720	8.100
P26	S09_U02	6180	6240	10.320	6.990
P27	S09_U02	6180	6240	10.110	4.520
P28	S09_U02	6180	6240	6.580	5.570
P25	S09_U02	6240	6300	6.360	5.220
P26	S09_U02	6240	6300	4.960	4.360
P28	S09_U02	6240	6300	4.780	3.100
P27	S09_U02	6240	6300	0.0	0.0
P25	S09_U02	6300	6360	33.080	18.780
P26	S09_U02	6300	6360	15.370	12.530
P27	S09_U02	6300	6360	23.570	16.790
P28	S09_U02	6300	6360	18.010	12.610
P25	S09_U02	6360	6420	23.550	21.990
P26	S09_U02	6360	6420	22.840	22.460
P27	S09_U02	6360	6420	38.760	22.770
P28	S09_U02	6360	6420	21.720	17.920
P25	S09_U02	6420	6480	19.540	17.570
P26	S09_U02	6420	6480	12.060	11.560
P27	S09_U02	6420	6480	29.480	16.600
P28	S09_U02	6420	6480	33.030	17.790
P25	S09_U02	6480	6540	21.720	19.460
P26	S09_U02	6480	6540	18.840	17.740
P27	S09_U02	6480	6540	21.210	18.860
P28	S09_U02	6480	6540	43.370	26.620
P25	S09_U02	6540	6600	26.350	19.890
P26	S09_U02	6540	6600	19.760	18.360
P27	S09_U02	6540	6600	9.830	8.770
P28	S09_U02	6540	6600	38.710	16.120
P25	S09_U02	6600	6660	41.240	21.990
P26	S09_U02	6600	6660	17.540	15.660
P28	S09_U02	6600	6660	30.590	18.070
P27	S09_U02	6600	6660	0.0	0.0
P25	S09_U02	6660	6720	34.470	21.420
P26	S09_U02	6660	6720	17.020	16.550
P27	S09_U02	6660	6720	11.940	9.680
P28	S09_U02	6660	6720	27.220	12.500
P25	S09_U02	6720	6780	52.960	21.560
P26	S09_U02	6720	6780	7.980	7.980
P27	S09_U02	6720	6780	3.720	3.720
P28	S09_U02	6720	6780	22.000	16.410
P25	S09_U02	6780	6840	40.840	22.330
P26	S09_U02	6780	6840	8.330	8.330
P27	S09_U02	6780	6840	2.120	2.120
P28	S09_U02	6780	6840	40.270	25.890
P25	S09_U02	6840	6900	44.920	11.590
P26	S09_U02	6840	6900	6.280	6.000
P28	S09_U02	6840	6900	22.710	12.350
P27	S09_U02	6840	6900	0.0	0.0
P25	S09_U02	6900	6960	24.200	12.080
P26	S09_U02	6900	6960	11.440	11.400
P28	S09_U02	6900	6960	44.100	16.290
P27	S09_U02	6900	6960	0.0	0.0
P25	S09_U02	6960	7020	13.870	11.090
P26	S09_U02	6960	7020	27.500	13.560
P28	S09_U02	6960	7020	25.570	11.410
P27	S09_U02	6960	7020	0.0	0.0
P25	S09_U02	7020	7080	11.640	10.760
P26	S09_U02	7020	7080	42.220	15.360
P28	S09_U02	7020	7080	11.620	8.380
P27	S09_U02	7020	7080	0.0	0.0
P25	S09_U02	7080	7140	3.400	3.400
P26	S09_U02	7080	7140	1.820	1.820
P27	S09_U02	7080	7140	1.000	1.000
P28	S09_U02	7080	7140	7.730	4.280
P26	S09_U01	0	60	0.0	0.0
P27	S09_U01	0	60	0.0	0.0
P28	S09_U01	0	60	0.0	0.0
P25	S09_U01	0	60	0.0	0.0
P25	S09_U01	60	120	22.920	13.420
P26	S09_U01	60	120	22.100	14.290
P27	S09_U01	60	120	5.720	4.730
P28	S09_U01	60	120	21.720	14.920
P25	S09_U01	120	180	21.120	19.420
P26	S09_U01	120	180	46.010	23.780
P27	S09_U01	120	180	8.450	6.980
P28	S09_U01	120	180	17.880	16.140
P25	S09_U01	180	240	30.150	27.510
P26	S09_U01	180	240	28.160	22.260
P27	S09_U01	180	240	35.760	28.160
P28	S09_U01	180	240	15.210	12.380
P25	S09_U01	240	300	2.250	2.230
P26	S09_U01	240	300	5.990	5.890
P27	S09_U01	240	300	20.190	12.940
P28	S09_U01	240	300	22.870	9.810
P25	S09_U01	300	360	7.150	7.150
P26	S09_U01	300	360	13.180	11.570
P27	S09_U01	300	360	9.950	8.760
P28	S09_U01	300	360	51.260	23.500
P25	S09_U01	360	420	18.240	13.700
P26	S09_U01	360	420	18.030	16.920
P27	S09_U01	360	420	17.500	12.240
P28	S09_U01	360	420	22.020	11.210
P25	S09_U01	420	480	6.840	6.410
P26	S09_U01	420	480	8.480	8.390
P27	S09_U01	420	480	6.740	4.380
P28	S09_U01	420	480	44.180	14.190
P25	S09_U01	480	540	5.860	3.910
P26	S09_U01	480	540	5.310	4.200
P27	S09_U01	480	540	9.560	6.670
P28	S09_U01	480	540	19.320	7.370
P25	S09_U01	540	600	32.110	20.130
P26	S09_U01	540	600	6.950	6.800
P27	S09_U01	540	600	4.540	2.760
P28	S09_U01	540	600	34.980	18.100
P25	S09_U01	600	660	22.860	21.430
P26	S09_U01	600	660	7.220	7.090
P27	S09_U01	600	660	18.690	12.260
P28	S09_U01	600	660	42.890	16.690
P25	S09_U01	660	720	17.530	16.470
P26	S09_U01	660	720	14.150	10.880
P27	S09_U01	660	720	8.510	4.510
P28	S09_U01	660	720	12.160	9.210
P25	S09_U01	720	780	14.530	12.670
P26	S09_U01	720	780	12.740	12.110
P27	S09_U01	720	780	0.830	0.830
P28	S09_U01	720	780	50.470	15.230
P25	S09_U01	780	840	27.220	19.310
P26	S09_U01	780	840	19.840	19.470
P27	S09_U01	780	840	14.070	9.130
P28	S09_U01	780	840	34.890	20.520
P25	S09_U01	840	900	20.440	17.010
P26	S09_U01	840	900	14.810	12.690
P27	S09_U01	840	900	16.350	15.510
P28	S09_U01	840	900	44.400	18.470
P25	S09_U01	900	960	7.620	7.100
P26	S09_U01	900	960	18.210	13.040
P27	S09_U01	900	960	22.990	11.190
P28	S09_U01	900	960	39.310	20.510
P25	S09_U01	960	1020	14.850	13.530
P26	S09_U01	960	1020	35.720	18.720
P27	S09_U01	960	1020	28.050	22.090
P28	S09_U01	960	1020	13.030	5.900
P25	S09_U01	1020	1080	31.560	26.270
P26	S09_U01	1020	1080	14.830	14.830
P27	S09_U01	1020	1080	17.710	15.370
P28	S09_U01	1020	1080	43.300	23.470
P25	S09_U01	1080	1140	9.380	7.710
P26	S09_U01	1080	1140	8.060	6.960
P27	S09_U01	1080	1140	19.420	12.540
P28	S09_U01	1080	1140	34.380	17.030
P25	S09_U01	1140	1200	15.130	12.860
P26	S09_U01	1140	1200	9.430	8.820
P27	S09_U01	1140	1200	54.100	17.660
P28	S09_U01	1140	1200	4.730	4.730
P25	S09_U01	1200	1260	26.790	17.980
P26	S09_U01	1200	1260	29.630	25.130
P27	S09_U01	1200	1260	36.150	29.530
P28	S09_U01	1200	1260	17.520	15.460
P25	S09_U01	1260	1320	9.740	5.230
P26	S09_U01	1260	1320	7.500	4.990
P27	S09_U01	1260	1320	18.920	8.830
P28	S09_U01	1260	1320	18.200	5.020
P25	S09_U01	1320	1380	27.000	20.230
P26	S09_U01	1320	1380	24.570	23.600
P27	S09_U01	1320	1380	30.950	20.740
P28	S09_U01	1320	1380	23.150	17.800
P25	S09_U01	1380	1440	19.220	17.020
P26	S09_U01	1380	1440	24.810	23.110
P27	S09_U01	1380	1440	44.170	25.180
P28	S09_U01	1380	1440	17.960	13.760
P25	S09_U01	1440	1500	19.040	19.020
P26	S09_U01	1440	1500	18.880	18.880
P27	S09_U01	1440	1500	40.770	24.480
P28	S09_U01	1440	1500	24.590	12.960
P25	S09_U01	1500	1560	27.120	21.530
P26	S09_U01	1500	1560	13.170	11.240
P27	S09_U01	1500	1560	26.740	22.010
P28	S09_U01	1500	1560	14.130	11.730
P25	S09_U01	1560	1620	47.830	26.900
P26	S09_U01	1560	1620	17.630	15.720
P27	S09_U01	1560	1620	17.040	15.400
P28	S09_U01	1560	1620	18.280	11.710
P25	S09_U01	1620	1680	29.290	15.760
P26	S09_U01	1620	1680	11.050	10.760
P27	S09_U01	1620	1680	26.140	15.120
P28	S09_U01	1620	1680	1.510	1.510
P25	S09_U01	1680	1740	31.250	21.950
P26	S09_U01	1680	1740	30.370	24.400
P27	S09_U01	1680	1740	17.210	15.700
P28	S09_U01	1680	1740	23.100	14.620
P25	S09_U01	1740	1800	25.470	20.150
P26	S09_U01	1740	1800	16.580	15.240
P27	S09_U01	1740	1800	14.480	12.120
P28	S09_U01	1740	1800	13.400	10.160
P25	S09_U01	1800	1860	12.010	10.290
P26	S09_U01	1800	1860	8.310	6.870
P27	S09_U01	1800	1860	8.250	6.750
P28	S09_U01	1800	1860	0.880	0.530
P25	S09_U01	1860	1920	34.740	10.920
P26	S09_U01	1860	1920	5.040	4.640
P27	S09_U01	1860	1920	11.570	6.170
P28	S09_U01	1860	1920	4.760	2.450
P25	S09_U01	1920	1980	59.270	14.590
P26	S09_U01	1920	1980	7.960	7.960
P27	S09_U01	1920	1980	3.060	3.060
P28	S09_U01	1920	1980	6.880	6.280
P25	S09_U01	1980	2040	40.530	19.820
P26	S09_U01	1980	2040	10.500	10.500
P27	S09_U01	1980	2040	10.700	10.400
P28	S09_U01	1980	2040	1.580	1.580
P25	S09_U01	2040	2100	33.370	10.970
P26	S09_U01	2040	2100	2.800	2.800
P27	S09_U01	2040	2100	6.890	5.490
P28	S09_U01	2040	2100	5.110	4.460
