speaker	model_number	filename	onset	offset
P27	0	S09_U02	264.74	265.99
P27	0	S09_U02	317.12	319.09
P27	0	S09_U02	336.88	337.56
P27	0	S09_U02	339.1	340.23
P27	0	S09_U02	340.6	342.89
P27	0	S09_U02	360.55	360.66
P27	0	S09_U02	364.31	367.59
P28	1	S09_U02	319.19	321.74
P28	1	S09_U02	328.32	329.82
P28	1	S09_U02	331.49	336.11
P28	1	S09_U02	344.24	345.47
P28	1	S09_U02	349.54	353.03
P28	1	S09_U02	357.49	359.54
P28	1	S09_U02	359.54	360.44
P28	1	S09_U02	363.8	364.27
P28	1	S09_U02	367.62	367.82
P28	1	S09_U02	378.87	379.1
P28	1	S09_U02	400.89	401.99
P28	1	S09_U02	407.0	409.3
P28	1	S09_U02	411.34	414.43
P28	1	S09_U02	436.13	438.34
P28	1	S09_U02	449.73	450.3
P28	1	S09_U02	451.21	456.42
P26	1	S09_U02	157.37	158.15
P26	1	S09_U02	161.66	161.93
P26	1	S09_U02	163.95	165.51
P26	1	S09_U02	165.77	166.25
P26	1	S09_U02	169.51	171.29
P26	1	S09_U02	171.29	172.99
P26	1	S09_U02	177.25	177.81
P26	1	S09_U02	186.7	186.93
P26	1	S09_U02	190.69	190.79
P26	1	S09_U02	196.27	197.39
P26	1	S09_U02	200.54	201.75
P26	1	S09_U02	203.65	204.05
P26	1	S09_U02	208.89	209.5
P26	1	S09_U02	212.49	212.88
P26	1	S09_U02	217.91	219.22
P26	1	S09_U02	233.74	236.83
P26	1	S09_U02	258.72	259.31
P26	1	S09_U02	264.54	264.63
P26	1	S09_U02	271.0	272.22
P26	1	S09_U02	308.18	309.3
P26	1	S09_U02	327.9	328.16
P26	1	S09_U02	345.5	348.47
P26	1	S09_U02	356.62	356.79
P26	1	S09_U02	362.19	362.67
P26	1	S09_U02	367.83	370.34
P26	1	S09_U02	370.77	370.97
P26	1	S09_U02	373.99	374.38
P26	1	S09_U02	398.16	398.72
P26	1	S09_U02	423.53	424.14
P26	1	S09_U02	442.74	442.79
P26	1	S09_U02	468.66	469.77
P26	1	S09_U02	473.25	474.25
P26	1	S09_U02	475.42	475.51
P26	1	S09_U02	504.18	505.91
P28	2	S09_U02	464.96	467.43
P28	2	S09_U02	486.67	487.17
P28	2	S09_U02	497.99	498.7
P28	2	S09_U02	499.68	501.74
P28	2	S09_U02	532.68	533.63
P28	2	S09_U02	544.58	545.21
P28	2	S09_U02	547.56	551.63
P28	2	S09_U02	551.63	552.63
P28	2	S09_U02	555.34	556.13
P28	2	S09_U02	558.25	559.49
P28	2	S09_U02	561.06	562.28
P28	2	S09_U02	563.23	565.87
P28	2	S09_U02	580.17	581.66
P28	2	S09_U02	586.53	587.77
P28	2	S09_U02	591.81	592.43
P28	2	S09_U02	594.94	599.18
P28	2	S09_U02	607.92	611.66
P28	2	S09_U02	614.17	616.32
P25	1	S09_U02	330.22	330.88
P25	1	S09_U02	379.11	380.2
P25	1	S09_U02	393.42	396.27
P25	1	S09_U02	405.06	405.9
P25	1	S09_U02	417.64	417.74
P25	1	S09_U02	424.9	425.41
P25	1	S09_U02	469.89	472.33
P25	1	S09_U02	475.95	477.02
P25	1	S09_U02	478.75	480.09
P25	1	S09_U02	482.35	483.67
P25	1	S09_U02	493.59	493.65
P25	1	S09_U02	495.11	497.01
P25	1	S09_U02	545.3	545.85
P25	1	S09_U02	552.63	555.21
P25	1	S09_U02	557.91	558.16
P25	1	S09_U02	560.86	560.93
P25	1	S09_U02	566.88	571.09
P25	1	S09_U02	571.58	573.58
P25	1	S09_U02	575.75	576.71
P25	1	S09_U02	577.14	579.18
P25	1	S09_U02	590.89	591.62
P25	1	S09_U02	602.14	602.46
P25	1	S09_U02	612.22	613.5
P25	1	S09_U02	622.15	623.2
P28	3	S09_U02	616.57	619.45
P28	3	S09_U02	625.65	629.68
P28	3	S09_U02	638.32	642.75
P28	3	S09_U02	644.15	644.21
P28	3	S09_U02	651.63	652.02
P28	3	S09_U02	659.63	661.84
P28	3	S09_U02	698.09	700.81
P28	3	S09_U02	702.68	704.99
P28	3	S09_U02	709.24	711.06
P28	3	S09_U02	718.87	721.65
P28	3	S09_U02	721.65	723.62
P28	3	S09_U02	726.12	730.09
P28	3	S09_U02	730.75	733.04
P27	1	S09_U02	380.73	381.32
P27	1	S09_U02	396.5	397.44
P27	1	S09_U02	400.01	400.69
P27	1	S09_U02	402.28	403.87
P27	1	S09_U02	445.66	447.94
P27	1	S09_U02	448.69	448.77
P27	1	S09_U02	456.95	457.5
P27	1	S09_U02	481.83	481.91
P27	1	S09_U02	485.9	486.58
P27	1	S09_U02	493.97	494.67
P27	1	S09_U02	499.21	499.31
P27	1	S09_U02	562.88	563.23
P27	1	S09_U02	575.34	575.39
P27	1	S09_U02	582.74	584.91
P27	1	S09_U02	603.62	607.9
P27	1	S09_U02	634.47	637.04
P27	1	S09_U02	643.67	643.71
P27	1	S09_U02	648.65	650.98
P27	1	S09_U02	653.13	655.49
P27	1	S09_U02	657.63	659.26
P27	1	S09_U02	707.36	708.68
P27	1	S09_U02	713.91	717.7
P27	1	S09_U02	785.57	786.12
P27	1	S09_U02	804.5	805.2
P28	4	S09_U02	740.07	744.97
P28	4	S09_U02	756.17	757.32
P28	4	S09_U02	758.67	765.6
P28	4	S09_U02	766.1	770.67
P28	4	S09_U02	780.77	781.98
P28	4	S09_U02	782.72	783.78
P28	4	S09_U02	790.9	793.13
P28	4	S09_U02	794.37	797.87
P28	4	S09_U02	798.05	798.6
P28	4	S09_U02	813.62	815.36
P28	4	S09_U02	828.79	832.18
P26	2	S09_U02	574.01	575.26
P26	2	S09_U02	581.69	582.63
P26	2	S09_U02	590.25	590.67
P26	2	S09_U02	592.45	594.9
P26	2	S09_U02	619.93	620.2
P26	2	S09_U02	637.05	637.17
P26	2	S09_U02	693.52	697.59
P26	2	S09_U02	701.78	701.79
P26	2	S09_U02	705.01	706.41
P26	2	S09_U02	723.88	723.95
P26	2	S09_U02	747.24	748.53
P26	2	S09_U02	750.68	751.4
P26	2	S09_U02	755.81	756.1
P26	2	S09_U02	765.73	766.07
P26	2	S09_U02	770.81	771.61
P26	2	S09_U02	775.32	775.68
P26	2	S09_U02	787.3	788.0
P26	2	S09_U02	805.46	808.95
P26	2	S09_U02	809.09	810.42
P26	2	S09_U02	812.41	813.47
P26	2	S09_U02	832.3	832.48
P26	2	S09_U02	845.44	845.56
P26	2	S09_U02	849.01	849.12
P26	2	S09_U02	862.05	862.45
P26	2	S09_U02	883.73	883.81
P26	2	S09_U02	894.29	894.3
P26	2	S09_U02	898.47	900.25
P26	2	S09_U02	904.09	905.91
P26	2	S09_U02	908.07	910.22
P26	2	S09_U02	912.63	912.7
P26	2	S09_U02	924.06	925.29
P26	2	S09_U02	925.29	928.62
P28	5	S09_U02	834.77	837.3
P28	5	S09_U02	838.37	841.32
P28	5	S09_U02	842.02	843.94
P28	5	S09_U02	843.94	845.44
P28	5	S09_U02	848.0	848.96
P28	5	S09_U02	853.68	855.02
P28	5	S09_U02	870.37	874.26
P28	5	S09_U02	875.12	878.0
P28	5	S09_U02	878.99	882.0
P28	5	S09_U02	884.32	886.92
P28	5	S09_U02	890.99	891.79
P28	5	S09_U02	891.97	892.08
P28	5	S09_U02	896.19	898.25
P28	5	S09_U02	901.33	901.48
P28	5	S09_U02	919.65	920.91
P28	5	S09_U02	920.91	921.03
P28	5	S09_U02	928.81	929.67
P28	5	S09_U02	930.11	932.89
P28	6	S09_U02	950.73	951.93
P28	6	S09_U02	953.41	954.29
P28	6	S09_U02	955.71	961.39
P28	6	S09_U02	969.06	970.09
P28	6	S09_U02	989.72	990.22
P28	6	S09_U02	996.6	997.43
P28	6	S09_U02	1005.7	1006.26
P28	6	S09_U02	1008.93	1009.81
P28	6	S09_U02	1022.97	1024.54
P28	6	S09_U02	1030.69	1033.54
P28	6	S09_U02	1036.18	1036.55
P28	6	S09_U02	1039.77	1039.82
P28	6	S09_U02	1042.0	1049.98
P28	6	S09_U02	1061.55	1062.1
P28	6	S09_U02	1067.09	1067.37
P28	6	S09_U02	1075.29	1076.9
P28	6	S09_U02	1077.89	1078.01
P28	6	S09_U02	1081.21	1083.55
P28	6	S09_U02	1083.55	1083.59
P28	6	S09_U02	1088.05	1089.15
P27	2	S09_U02	820.87	824.13
P27	2	S09_U02	824.62	827.72
P27	2	S09_U02	832.73	833.7
P27	2	S09_U02	852.26	852.28
P27	2	S09_U02	858.34	859.14
P27	2	S09_U02	863.34	864.44
P27	2	S09_U02	878.16	878.89
P27	2	S09_U02	889.58	889.59
P27	2	S09_U02	913.47	917.55
P27	2	S09_U02	941.5	948.17
P27	2	S09_U02	968.28	968.85
P27	2	S09_U02	970.24	972.36
P27	2	S09_U02	1007.55	1008.06
P27	2	S09_U02	1013.42	1014.47
P27	2	S09_U02	1015.72	1016.91
P27	2	S09_U02	1025.56	1026.98
P27	2	S09_U02	1035.34	1035.82
P27	2	S09_U02	1064.8	1064.93
P27	2	S09_U02	1094.32	1095.9
P27	2	S09_U02	1095.9	1096.17
P25	2	S09_U02	629.82	629.91
P25	2	S09_U02	646.76	646.95
P25	2	S09_U02	657.36	657.37
P25	2	S09_U02	690.34	690.5
P25	2	S09_U02	735.72	735.93
P25	2	S09_U02	737.52	737.75
P25	2	S09_U02	757.45	757.5
P25	2	S09_U02	789.06	789.07
P25	2	S09_U02	799.5	802.3
P25	2	S09_U02	816.3	816.9
P25	2	S09_U02	837.65	838.1
P25	2	S09_U02	841.67	841.96
P25	2	S09_U02	847.0	847.89
P25	2	S09_U02	849.28	851.16
P25	2	S09_U02	859.35	860.16
P25	2	S09_U02	866.97	869.17
P25	2	S09_U02	874.8	875.02
P25	2	S09_U02	910.27	911.64
P25	2	S09_U02	911.64	911.67
P25	2	S09_U02	970.1	970.2
P25	2	S09_U02	972.49	973.1
P25	2	S09_U02	993.35	994.92
P25	2	S09_U02	1002.34	1003.69
P25	2	S09_U02	1011.69	1012.77
P25	2	S09_U02	1014.71	1015.42
P25	2	S09_U02	1020.51	1020.58
P25	2	S09_U02	1022.42	1022.68
P25	2	S09_U02	1035.24	1035.27
P25	2	S09_U02	1040.57	1041.95
P25	2	S09_U02	1068.23	1069.91
P25	2	S09_U02	1070.3	1072.44
P25	2	S09_U02	1073.25	1073.29
P25	2	S09_U02	1079.89	1081.13
P25	2	S09_U02	1086.05	1086.52
P25	2	S09_U02	1093.25	1093.32
P25	2	S09_U02	1101.39	1102.48
P25	2	S09_U02	1109.12	1109.36
P25	2	S09_U02	1117.6	1117.88
P25	2	S09_U02	1140.85	1141.7
P25	2	S09_U02	1155.79	1155.81
P25	2	S09_U02	1164.7	1166.5
P25	2	S09_U02	1168.94	1169.81
P27	3	S09_U02	1103.34	1104.4
P27	3	S09_U02	1104.4	1105.38
P27	3	S09_U02	1107.84	1108.77
P27	3	S09_U02	1115.64	1116.52
P27	3	S09_U02	1118.46	1120.41
P27	3	S09_U02	1143.32	1144.72
P27	3	S09_U02	1144.76	1147.45
P27	3	S09_U02	1151.0	1153.48
P27	3	S09_U02	1156.82	1159.01
P27	3	S09_U02	1162.14	1164.07
P27	3	S09_U02	1170.67	1174.41
P27	3	S09_U02	1180.34	1186.19
P27	3	S09_U02	1187.83	1190.8
P27	3	S09_U02	1190.8	1198.7
P26	3	S09_U02	939.15	939.53
P26	3	S09_U02	948.79	949.33
P26	3	S09_U02	966.56	967.73
P26	3	S09_U02	975.35	976.16
P26	3	S09_U02	976.16	978.88
P26	3	S09_U02	978.88	981.75
P26	3	S09_U02	981.98	985.43
P26	3	S09_U02	985.64	986.45
P26	3	S09_U02	997.78	1001.64
P26	3	S09_U02	1020.35	1020.43
P26	3	S09_U02	1029.42	1030.35
P26	3	S09_U02	1036.93	1037.81
P26	3	S09_U02	1050.27	1052.25
P26	3	S09_U02	1057.35	1057.82
P26	3	S09_U02	1059.73	1060.25
P26	3	S09_U02	1062.54	1063.91
P26	3	S09_U02	1089.25	1090.35
P26	3	S09_U02	1149.37	1150.37
P26	3	S09_U02	1153.77	1154.65
P26	3	S09_U02	1164.12	1164.62
P26	3	S09_U02	1169.83	1169.94
P26	3	S09_U02	1198.75	1199.33
P26	3	S09_U02	1205.91	1207.31
P26	3	S09_U02	1213.25	1215.74
P28	7	S09_U02	1090.39	1092.41
P28	7	S09_U02	1096.93	1097.94
P28	7	S09_U02	1099.0	1101.18
P28	7	S09_U02	1102.62	1102.74
P28	7	S09_U02	1107.18	1107.58
P28	7	S09_U02	1110.59	1113.6
P28	7	S09_U02	1120.72	1121.23
P28	7	S09_U02	1124.45	1127.87
P28	7	S09_U02	1129.21	1129.71
P28	7	S09_U02	1149.01	1149.08
P28	7	S09_U02	1167.27	1168.89
P28	7	S09_U02	1208.05	1209.99
P28	7	S09_U02	1216.19	1216.25
P28	7	S09_U02	1242.87	1243.28
P28	7	S09_U02	1246.07	1247.06
P28	7	S09_U02	1251.31	1252.13
P28	7	S09_U02	1258.91	1260.3
P28	7	S09_U02	1272.55	1273.2
P28	7	S09_U02	1288.25	1288.83
P28	7	S09_U02	1289.55	1294.9
P28	7	S09_U02	1300.05	1300.49
P28	7	S09_U02	1301.39	1304.11
P25	3	S09_U02	1176.43	1177.08
P25	3	S09_U02	1186.9	1187.82
P25	3	S09_U02	1203.1	1203.14
P25	3	S09_U02	1218.07	1218.64
P25	3	S09_U02	1227.01	1227.97
P25	3	S09_U02	1228.37	1229.83
P25	3	S09_U02	1230.23	1230.95
P25	3	S09_U02	1233.72	1234.7
P25	3	S09_U02	1239.33	1242.85
P25	3	S09_U02	1243.68	1245.7
P25	3	S09_U02	1249.59	1250.56
P25	3	S09_U02	1255.05	1257.91
P25	3	S09_U02	1260.33	1260.35
P25	3	S09_U02	1264.7	1265.68
P25	3	S09_U02	1274.14	1275.1
P25	3	S09_U02	1298.01	1299.89
P25	3	S09_U02	1317.06	1318.93
P25	3	S09_U02	1318.93	1319.15
P25	3	S09_U02	1325.13	1326.15
P25	3	S09_U02	1331.0	1331.98
P25	3	S09_U02	1336.84	1338.46
P25	3	S09_U02	1339.8	1340.83
P25	3	S09_U02	1344.05	1344.11
P25	3	S09_U02	1354.04	1354.64
P25	3	S09_U02	1355.01	1356.88
P25	3	S09_U02	1360.39	1360.49
P25	3	S09_U02	1364.81	1365.34
P25	3	S09_U02	1369.28	1370.0
P27	4	S09_U02	1201.88	1202.6
P27	4	S09_U02	1204.38	1204.88
P27	4	S09_U02	1212.18	1212.52
P27	4	S09_U02	1220.32	1221.09
P27	4	S09_U02	1221.14	1223.83
P27	4	S09_U02	1231.14	1232.32
P27	4	S09_U02	1237.4	1237.41
P27	4	S09_U02	1247.47	1248.56
P27	4	S09_U02	1248.56	1248.57
P27	4	S09_U02	1250.63	1251.19
P27	4	S09_U02	1260.4	1261.85
P27	4	S09_U02	1270.04	1270.25
P27	4	S09_U02	1273.33	1274.02
P27	4	S09_U02	1304.24	1305.43
P27	4	S09_U02	1309.41	1309.8
P27	4	S09_U02	1309.8	1316.72
P27	4	S09_U02	1322.54	1323.86
P27	4	S09_U02	1328.29	1330.01
P27	4	S09_U02	1332.66	1332.7
P27	4	S09_U02	1339.15	1339.61
P27	4	S09_U02	1344.16	1345.37
P27	4	S09_U02	1353.24	1353.99
P27	4	S09_U02	1357.8	1357.85
P27	4	S09_U02	1361.68	1362.32
P27	4	S09_U02	1367.74	1368.7
P27	4	S09_U02	1370.03	1370.88
P27	4	S09_U02	1389.52	1390.07
P27	4	S09_U02	1396.3	1397.11
P27	4	S09_U02	1400.15	1401.81
P27	4	S09_U02	1411.38	1416.18
P25	4	S09_U02	1372.49	1372.52
P25	4	S09_U02	1377.25	1377.86
P25	4	S09_U02	1378.6	1379.68
P25	4	S09_U02	1380.05	1381.28
P25	4	S09_U02	1382.9	1383.92
P25	4	S09_U02	1384.63	1385.72
P25	4	S09_U02	1385.72	1385.78
P25	4	S09_U02	1394.65	1395.56
P25	4	S09_U02	1405.03	1405.83
P25	4	S09_U02	1424.37	1425.14
P25	4	S09_U02	1436.92	1437.87
P25	4	S09_U02	1439.19	1441.25
P25	4	S09_U02	1445.88	1446.38
P25	4	S09_U02	1452.94	1453.63
P25	4	S09_U02	1468.79	1469.74
P25	4	S09_U02	1469.74	1471.16
P25	4	S09_U02	1473.3	1473.33
P25	4	S09_U02	1474.9	1476.63
P25	4	S09_U02	1476.65	1478.42
P25	4	S09_U02	1482.5	1482.66
P25	4	S09_U02	1491.3	1492.25
P25	4	S09_U02	1501.5	1503.5
P25	4	S09_U02	1504.3	1505.02
P25	4	S09_U02	1524.4	1525.81
P25	4	S09_U02	1525.82	1526.78
P25	4	S09_U02	1528.58	1528.64
P25	4	S09_U02	1532.14	1532.96
P25	4	S09_U02	1532.96	1533.02
P25	4	S09_U02	1549.87	1550.56
P25	4	S09_U02	1554.36	1554.85
P25	4	S09_U02	1555.93	1557.04
P25	4	S09_U02	1557.04	1563.54
P27	5	S09_U02	1416.18	1423.2
P27	5	S09_U02	1425.85	1426.62
P27	5	S09_U02	1432.18	1432.2
P27	5	S09_U02	1447.19	1449.15
P27	5	S09_U02	1449.15	1449.7
P27	5	S09_U02	1451.73	1452.46
P27	5	S09_U02	1454.81	1456.36
P27	5	S09_U02	1459.18	1460.69
P27	5	S09_U02	1460.69	1464.22
P27	5	S09_U02	1497.83	1498.57
P27	5	S09_U02	1505.21	1506.59
P27	5	S09_U02	1506.59	1508.25
P27	5	S09_U02	1508.25	1508.39
P27	5	S09_U02	1528.67	1530.51
P27	5	S09_U02	1533.15	1535.22
P27	5	S09_U02	1536.07	1536.83
P27	5	S09_U02	1544.99	1545.71
P27	5	S09_U02	1546.39	1547.97
P27	5	S09_U02	1547.97	1548.46
P27	5	S09_U02	1551.73	1552.4
P27	5	S09_U02	1555.71	1555.93
P27	5	S09_U02	1577.09	1578.32
P26	4	S09_U02	1217.35	1217.97
P26	4	S09_U02	1218.79	1220.31
P26	4	S09_U02	1225.7	1226.99
P26	4	S09_U02	1228.05	1228.22
P26	4	S09_U02	1234.73	1235.89
P26	4	S09_U02	1238.3	1239.21
P26	4	S09_U02	1245.81	1245.96
P26	4	S09_U02	1252.99	1253.63
P26	4	S09_U02	1253.63	1254.34
P26	4	S09_U02	1258.17	1258.87
P26	4	S09_U02	1263.35	1264.13
P26	4	S09_U02	1271.63	1272.07
P26	4	S09_U02	1287.25	1288.15
P26	4	S09_U02	1294.99	1296.17
P26	4	S09_U02	1296.17	1297.67
P26	4	S09_U02	1327.38	1328.24
P26	4	S09_U02	1371.07	1371.88
P26	4	S09_U02	1376.44	1376.54
P26	4	S09_U02	1379.99	1380.02
P26	4	S09_U02	1399.11	1399.5
P26	4	S09_U02	1402.15	1404.96
P26	4	S09_U02	1406.61	1407.37
P26	4	S09_U02	1408.89	1411.05
P26	4	S09_U02	1423.42	1423.7
P26	4	S09_U02	1429.84	1429.98
P26	4	S09_U02	1431.46	1431.5
P26	4	S09_U02	1433.04	1433.76
P26	4	S09_U02	1438.17	1439.02
P26	4	S09_U02	1446.61	1446.92
P26	4	S09_U02	1457.88	1458.41
P26	4	S09_U02	1473.62	1474.77
P26	4	S09_U02	1484.19	1484.92
P26	4	S09_U02	1498.7	1499.5
P26	4	S09_U02	1510.52	1510.59
P26	4	S09_U02	1512.82	1513.88
P26	4	S09_U02	1531.42	1531.58
P26	4	S09_U02	1535.35	1535.64
P26	4	S09_U02	1541.2	1542.06
P26	4	S09_U02	1584.42	1587.0
P25	5	S09_U02	1566.71	1571.89
P25	5	S09_U02	1572.42	1573.55
P25	5	S09_U02	1573.96	1576.09
P25	5	S09_U02	1579.02	1582.63
P25	5	S09_U02	1587.46	1589.44
P25	5	S09_U02	1596.42	1596.84
P25	5	S09_U02	1599.4	1599.54
P25	5	S09_U02	1600.13	1601.25
P25	5	S09_U02	1602.69	1602.77
P25	5	S09_U02	1605.6	1606.37
P25	5	S09_U02	1608.82	1611.92
P25	5	S09_U02	1615.82	1615.83
P25	5	S09_U02	1621.65	1625.23
P25	5	S09_U02	1630.25	1631.01
P25	5	S09_U02	1632.05	1632.67
P25	5	S09_U02	1634.12	1634.33
P25	5	S09_U02	1635.63	1637.56
P25	5	S09_U02	1637.56	1640.19
P25	5	S09_U02	1644.52	1645.65
P28	8	S09_U02	1305.5	1308.62
P28	8	S09_U02	1320.61	1321.82
P28	8	S09_U02	1340.85	1341.61
P28	8	S09_U02	1347.5	1347.65
P28	8	S09_U02	1348.93	1349.92
P28	8	S09_U02	1362.44	1364.54
P28	8	S09_U02	1372.96	1375.59
P28	8	S09_U02	1378.08	1378.25
P28	8	S09_U02	1381.64	1382.85
P28	8	S09_U02	1388.06	1388.8
P28	8	S09_U02	1390.06	1390.17
P28	8	S09_U02	1393.48	1393.51
P28	8	S09_U02	1395.68	1396.18
P28	8	S09_U02	1427.42	1429.81
P28	8	S09_U02	1434.66	1436.04
P28	8	S09_U02	1467.9	1468.02
P28	8	S09_U02	1478.7	1480.23
P28	8	S09_U02	1494.38	1494.4
P28	8	S09_U02	1508.52	1509.8
P28	8	S09_U02	1510.64	1512.68
P28	8	S09_U02	1526.84	1528.13
P28	8	S09_U02	1589.43	1592.51
P28	8	S09_U02	1617.07	1617.53
P28	8	S09_U02	1701.75	1706.33
P25	6	S09_U02	1646.4	1647.25
P25	6	S09_U02	1647.27	1647.35
P25	6	S09_U02	1660.98	1662.09
P25	6	S09_U02	1667.38	1668.27
P25	6	S09_U02	1669.18	1669.77
P25	6	S09_U02	1675.25	1676.05
P25	6	S09_U02	1680.74	1681.49
P25	6	S09_U02	1681.49	1687.41
P25	6	S09_U02	1691.19	1691.95
P25	6	S09_U02	1709.61	1709.72
P25	6	S09_U02	1713.47	1714.85
P25	6	S09_U02	1714.98	1715.03
P25	6	S09_U02	1716.12	1716.93
P25	6	S09_U02	1717.38	1718.85
P25	6	S09_U02	1721.85	1723.07
P25	6	S09_U02	1725.07	1726.11
P25	6	S09_U02	1737.85	1738.91
P25	6	S09_U02	1739.29	1745.21
P25	6	S09_U02	1747.07	1747.15
P25	6	S09_U02	1749.94	1752.23
P25	6	S09_U02	1754.23	1755.54
P25	6	S09_U02	1781.16	1782.87
P25	7	S09_U02	1795.35	1796.55
P25	7	S09_U02	1798.37	1798.38
P25	7	S09_U02	1801.17	1801.59
P25	7	S09_U02	1843.56	1844.4
P25	7	S09_U02	1844.4	1844.56
P25	7	S09_U02	1846.56	1848.23
P25	7	S09_U02	1848.23	1850.02
P25	7	S09_U02	1857.25	1857.46
P25	7	S09_U02	1860.07	1860.08
P25	7	S09_U02	1870.94	1872.26
P25	7	S09_U02	1877.03	1878.8
P25	7	S09_U02	1880.6	1881.63
P25	7	S09_U02	1882.14	1883.87
P25	7	S09_U02	1883.87	1886.91
P25	7	S09_U02	1887.11	1890.59
P25	7	S09_U02	1892.08	1892.58
P25	7	S09_U02	1896.26	1896.66
P25	7	S09_U02	1897.99	1898.78
P25	7	S09_U02	1906.84	1909.0
P25	7	S09_U02	1911.26	1918.74
P25	8	S09_U02	1921.26	1923.26
P25	8	S09_U02	1923.26	1926.42
P25	8	S09_U02	1927.66	1929.06
P25	8	S09_U02	1929.06	1929.22
P25	8	S09_U02	1931.88	1933.7
P25	8	S09_U02	1942.96	1945.38
P25	8	S09_U02	1945.55	1946.96
P25	8	S09_U02	1948.3	1948.44
P25	8	S09_U02	1949.55	1966.0
P25	8	S09_U02	1968.61	1969.73
P27	6	S09_U02	1583.38	1583.84
P27	6	S09_U02	1602.18	1602.62
P27	6	S09_U02	1602.85	1605.56
P27	6	S09_U02	1618.49	1619.07
P27	6	S09_U02	1627.38	1630.18
P27	6	S09_U02	1641.98	1643.05
P27	6	S09_U02	1643.05	1644.37
P27	6	S09_U02	1648.95	1650.51
P27	6	S09_U02	1671.77	1675.13
P27	6	S09_U02	1688.27	1688.87
P27	6	S09_U02	1719.38	1719.49
P27	6	S09_U02	1779.78	1779.83
P27	6	S09_U02	1786.12	1788.31
P27	6	S09_U02	1791.12	1792.02
P27	6	S09_U02	1828.62	1829.0
P27	6	S09_U02	1845.36	1845.69
P27	6	S09_U02	1850.09	1850.72
